Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. zaèetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlaèilci;Dnevni NOO;Tip
AC;A2;0009;BRNIK  -  VODICE;0;5.246;850;Voglje AC;QLTC8;54.299;182;45.115;290;6.216;449;236;393;1.418;1885;PLDP
AC;A2;0010;VODICE  - LJ ( ŠMARTNO);0;6.966;853;Povodje AC;QLTC8;60.335;195;50.275;322;6.769;547;291;424;1.512;2058;PLDP
AC;A2;0011;LJ (ŠMARTNO  -   BROD);0;2.373;;;P;62.000;200;51.875;325;6.800;550;300;430;1.520;2075;PLDP
AC;A2;0012;LJ (BROD - ŠENTVID);0;511;;;P;58.500;220;48.480;320;6.600;530;310;440;1.600;2141;PLDP
AC;A2;0013;LJ (ŠENTVID - PODUTIK);0;3.057;832;Kamna Gorica AC;QLTC8;61.438;231;50.754;188;6.990;626;418;498;1.733;2269;PLDP
AC;A2;0013;LJ (PODUTIK - KOSEZE);3.057;3.460;;;P;55.000;235;44.750;190;6.600;605;410;490;1.720;2243;PLDP
AC;A2;0113;RAZCEP KOSEZE;0;878;1011;Razcep Koseze-LJsev;QLTC8;14.800;48;12.725;23;1.412;138;98;69;287;380;PLDP
AC;A2;0014;RAZCEP KOSEZE - KOSEZE ;0;673;1009;R Koseze (KR-Brdo);QLTC8;42.634;184;34.433;172;5.216;475;301;424;1.429;1864;PLDP
AC;A2;0014;LJ (KOSEZE  -  BRDO);673;1.762;2402;Griè AC;QLTC8;89.500;344;74.207;269;9.858;943;620;653;2.606;3321;PLDP
AC;A2;0015;LJ (BRDO  -  KOZARJE);0;1.700;855;Bokalce AC;QLTC8;77.620;286;63.980;236;8.592;777;542;644;2.563;3176;PLDP
AC;A2;0015;LJ (KOZARJE) - RAZCEP KOZARJE;1.700;2.402;1017;R Kozarje (LJBrdo-LJjug);QLTC8;38.338;112;32.371;111;3.992;374;271;274;833;1181;PLDP
AC;A2;0115;RAZCEP LJ KOZARJE;0;1.298;1015;Razcep Kozarje-KP;QLTC8;38.374;137;31.659;141;3.788;360;259;322;1.708;1931;PLDP
AC;A2;0020;LJ (MALENCE)  -  RAZCEP MALENCE;0;484;1019;R Malence (LJjug-NM);QLTC8;38.099;113;30.631;302;3.572;298;178;491;2.514;2776;PLDP
AC;A2;0020;RAZCEP MALENCE  -  ŠMARJE-SAP;484;6.037;645;Šmarje Sap AC;QLTC8;62.171;125;52.017;345;5.132;541;321;602;3.088;3482;PLDP
AC;A2;0021;ŠMARJE SAP - CIKAVA;0;1.779;;;P;61.900;130;51.930;300;5.150;500;300;590;3.000;3351;PLDP
AC;A2;0021;CIKAVA - GROSUPLJE;1.779;3.871;1014;Hrastje AC;QLTC8;50.865;148;40.946;299;5.177;473;279;580;2.963;3297;PLDP
AC;A2;0022;GROSUPLJE - VIŠNJA GORA;0;6.740;;;P;47.000;130;37.635;295;4.800;450;250;590;2.850;3194;PLDP
AC;A2;0022;VIŠNJA GORA - IVANÈNA GORICA;6.740;13.038;601;Višnja Gora AC;QLTC8;45.741;115;36.694;290;4.484;433;242;586;2.897;3216;PLDP
AC;A2;0023;IVANÈNA GORICA - BIÈ;0;6.922;870;Dob AC;QLTC8;36.770;84;28.632;262;3.877;362;195;610;2.748;3057;PLDP
AC;A2;0072;BIÈ - TREBNJE Z;0;7.403;;;P;32.500;85;24.635;250;3.800;300;180;550;2.700;2938;PLDP
AC;A2;0072;TREBNJE Z - TREBNJE V;7.403;14.384;;;P;28.000;90;20.490;240;3.600;270;160;500;2.650;2834;PLDP
AC;A2;0024;TREBNJE V - PRIKLJ. MIRNA PEÈ;0;4.557;;;P;33.900;80;26.190;235;3.800;290;170;445;2.690;2829;PLDP
AC;A2;0024;PRIKLJ. MIRNA PEÈ  -  NM PRIKLJ. Z;4.557;10.845;806;Zagorica AC;QLTC8;33.871;79;26.181;234;3.775;300;173;448;2.681;2827;PLDP
AC;A2;0024;NM PRIKLJ. Z - NM PRIKLJ. V;10.845;13.170;;;P;27.500;70;21.395;200;2.500;230;145;410;2.550;2634;PLDP
AC;A2;0025;NM PRIKLJ.V - KRONOVO;0;6.338;1021;Novo mesto V AC;QLTC8;29.026;62;22.672;226;2.769;256;143;383;2.515;2611;PLDP
AC;A2;0026;KRONOVO - DOBRUŠKA VAS;0;6.040;602;Draga AC;QLTC8;28.018;62;21.738;234;2.686;276;128;334;2.560;2614;PLDP
AC;A2;0027;DOBRUŠKA VAS  -  SMEDNIK;0;5.896;;;P;26.200;60;20.005;230;2.650;240;125;340;2.550;2596;PLDP
AC;A2;0027;SMEDNIK   -  DRNOVO;5.896;13.651;875;Drnovo AC;QLTC8;25.495;59;19.556;226;2.395;251;117;376;2.515;2594;PLDP
AC;A2;0418;PRIKLJ. DRNOVO - NM;0;2.300;873;Priklj. Drnovo-NM;QLTC8;6.021;13;5.033;9;584;110;54;60;158;234;PLDP
AC;A2;0418;PRIKLJ. DRNOVO - ÈATEŽ;2.300;2.744;874;Priklj. Drnovo-Èatež;QLTC8;2.722;4;2.212;9;264;33;24;28;148;166;PLDP
AC;A2;0028;DRNOVO  -  BREŽICE;0;11.718;2302;Brežice AC;QLTC8;22.051;49;16.643;224;2.056;174;86;340;2.479;2500;PLDP
AC;A2;0029;BREŽICE - PRIKLJ. OBREŽJE;0;7.008;512;Èatež AC;QLTC8;20.215;51;15.114;222;1.772;159;67;340;2.490;2495;PLDP
AC;A2;0029;PRIKLJ. OBREŽJE  - OBREŽJE TERMINAL;7.008;7.971;;;P;18.000;45;13.185;225;1.500;130;65;350;2.500;2503;PLDP
AC;A2;0029;OBREŽJE TERMINAL - MP OBREŽJE;7.971;8.517;511;MT Obrežje;QLTC8;17.451;45;12.673;227;1.441;125;62;357;2.521;2524;PLDP
AC;A3;0068;GABRK - SEŽANA V;0;7.959;813;Dane AC;QLTC8;12.517;31;7.720;164;1.299;170;85;282;2.766;2637;PLDP
AC;A3;0069;SEŽANA V - SEŽANA Z;0;2.703;;;P;10.000;30;5.705;150;950;140;55;270;2.700;2545;PLDP
AC;A3;0070;SEŽANA Z  -  FERNETIÈI;0;950;863;Sežana AC;QLTC8;8.573;30;4.885;146;764;77;33;264;2.374;2249;PLDP
AC;A3;0070;FERNETIÈI - MP FERNETIÈI;950;1.579;653;MT Fernetièi;QLTC8;17.487;233;12.549;175;1.251;147;51;299;2.782;2653;PLDP
AC;A3;0486;PRIKLJ. FERNETIÈI;0;628;864;Priklj. Fernetièi;QLTC8;8.729;203;7.646;28;475;62;17;17;281;284;PLDP
AC;A4;0091;SLIVNICA - LETALIŠÈE MB;0;2.365;;;P;29.000;75;22.970;135;3.250;310;145;335;1.780;1939;PLDP
AC;A4;0091;LETALIŠÈE MB - MARJETA;2.365;6.724;;;P;30.100;70;24.135;135;3.200;300;145;335;1.780;1936;PLDP
AC;A4;0091;MARJETA - ZLATOLIÈJE;6.724;11.493;890;Prepolje AC;QLTC8;29.906;66;24.008;131;3.167;294;142;331;1.767;1916;PLDP
AC;A4;0091;ZLATOLIÈJE - HAJDINA;11.493;15.560;;;P;30.100;60;24.985;130;2.500;220;130;325;1.750;1869;PLDP
AC;A4;0092;HAJDINA - DRAŽENCI;0;4.512;;;P;25.800;60;21.180;130;2.200;190;100;290;1.650;1741;PLDP
AC;A4;0093;DRAŽENCI -LANCOVA VAS;0;2.543;;;P;17.500;60;13.860;115;1.750;110;50;175;1.380;1380;PLDP
AC;A4;0093;LANCOVA VAS -PODLEHNIK;2.543;5.905;1008;Podlehnik AC;QLTC8;16.901;56;13.326;113;1.712;103;48;170;1.373;1366;PLDP
AC;A4;0094;PODLEHNIK - ZAKL;0;4.562;;;P;15.000;80;11.620;105;1.550;80;65;150;1.350;1324;PLDP
AC;A4;0094;ZAKL - GRUŠKOVJE ;4.562;8.634;1022;Gruškovje AC;QLTC8;14.497;83;11.150;105;1.524;77;62;147;1.349;1319;PLDP
AC;A5;0806;DRAGUÈOVA - PERNICA;0;6.174;877;Draguèova AC;QLTC8;29.500;75;20.940;170;3.250;365;200;600;3.900;3907;PLDP
AC;A5;0806;PERNICA - LENART;6.174;11.330;1050;Zamarkova AC;QLTC8;28.350;70;20.230;186;3.006;312;164;552;3.830;3795;PLDP
AC;A5;0463;PRIKLJ.PERNICA - MB;0;220;878;PR Pernica - MB;QLTC8;1.395;3;1.207;1;141;14;13;4;12;23;PLDP
AC;A5;0463;PRIKLJ.PERNICA - MS;220;419;879;PR Pernica - MS;QLTC8;1.029;4;893;2;101;8;8;3;10;17;PLDP
AC;A5;0807;LENART - SV.TROJICA;0;5.018;1051;Lormarje AC;QLTC8;23.285;66;15.665;143;2.623;278;139;578;3.793;3736;PLDP
AC;A5;0808;SV. TROJICA - PRIKLJ. CERKVENJAK;0;4.560;1052;Brengova;QLTC8;22.491;66;15.043;147;2.566;278;132;541;3.718;3646;PLDP
AC;A5;0808;PRIKLJ. CERKVENJAK - SV. JURIJ OB ŠÈAVNICI;4.560;12.521;1053;Cenkova AC;QLTC8;21.219;68;13.818;138;2.523;273;128;548;3.723;3647;PLDP
AC;A5;0809;SV.JURIJ OB ŠÈAVNICI - VUÈJA VAS;0;8.510;1054;Dragotinci AC;QLTC8;19.634;64;12.320;128;2.424;266;128;582;3.722;3664;PLDP
AC;A5;0174;PRIKLJ. VUÈJA VAS - MB;0;400;881;Priklj. Vuèja vas-MB;QLTC10;2.344;6;1.801;6;304;41;31;35;120;152;PLDP
AC;A5;0174;PRIKLJ. VUÈJA VAS  - MS;400;819;882;Priklj. Vuèja vas-MS;QLTC10;1.736;5;1.392;3;183;21;19;16;97;106;PLDP
AC;A5;0810;VUÈJA VAS - MURSKA SOBOTA;0;6.571;841;Vuèja vas AC;QLTC8;18.902;62;11.869;126;2.261;238;116;522;3.708;3590;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - MB;0;2.417;887;Priklj. MS-MB;QLTC8;5.447;12;4.485;19;595;84;72;42;138;209;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - LENDAVA;2.417;3.156;888;Priklj. MS-Lendava;QLTC8;1.728;4;1.421;2;125;20;22;26;108;123;PLDP
