Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. zaèetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlaèilci;Dnevni NOO;Tip
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodišinci;QLTC10;2.022;22;1.710;8;157;29;37;11;48;65;PLDP
R2;440;1295;GEDEROVCI - SKAKOVCI;0;3.370;444;Krajna;MWTC1;2.800;9;2.465;20;170;30;55;6;45;74;PLDP
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080;;;P;2.700;20;2.419;15;165;30;10;6;35;43;PLDP
R2;440;1296;CANKOVA - VEÈESLAVCI;0;8.500;344;Cankova;QLTC10;3.413;29;3.073;17;203;27;36;6;22;49;PLDP
R2;440;1296;VEÈESLAVCI - SOTINA;8.500;15.200;681;Sveti Jurij;QLTC10;2.541;27;2.263;17;160;16;35;4;19;43;PLDP
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLTC10;1.092;14;998;1;66;3;2;2;6;7;PLDP
R2;441;1298;MURSKA SOBOTA ;0;1.000;;;P;10.100;40;9.650;35;290;35;30;5;15;50;PLDP
R2;441;1298;MURSKA SOBOTA - VEŠÈICA;1.000;4.000;345;Èernelavci;QLTC8;7.029;37;6.583;35;321;22;15;3;13;38;PLDP
R2;441;1298;VEŠÈICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLTC8;2.789;19;2.479;17;189;19;22;5;39;50;PLDP
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLTC10;2.725;25;2.427;3;170;11;13;11;65;58;PLDP
R2;442;1318;MARTJANCI - MORAVSKE TOPLICE;0;3.970;44;Martjanci;QLTC10;5.504;42;5.009;36;308;30;52;6;21;65;PLDP
R2;442;1318;MORAVSKE TOPLICE - DOBROVNIK;3.970;13.712;494;Filovci;QLTC10;1.795;27;1.575;20;95;16;34;6;22;46;PLDP
R2;442;1319;DOBROVNIK - RONDO DOLGA VAS;0;10.402;358;Mostje;QLTC10;2.112;25;1.871;15;115;15;33;7;31;50;PLDP
R2;443;1406;M.SOBOTA - LIPOVCI;0;3.500;148;MS-Bakša;QLTC8;12.134;69;10.860;115;714;107;102;32;135;227;PLDP
R2;443;1397;LIPOVCI - BRATONCI;0;1.348;146;Lipovci;QLTC10;12.018;58;10.632;74;756;113;93;63;229;285;PLDP
R2;443;0320;BRATONCI - BELTINCI;0;2.261;;;P;7.200;50;6.000;45;470;370;80;35;150;250;PLDP
R2;443;0321;BELTINCI - ÈRENŠOVCI;0;5.820;87;Odranci;QLTC10;4.008;31;3.561;34;251;36;30;15;50;78;PLDP
R2;443;0369;ÈRENŠOVCI ;0;409;;;P;3.650;30;3.240;35;210;35;45;15;40;79;PLDP
R2;443;0322;ÈRENŠOVCI - DOL.LAKOŠ;0;14.052;88;Hotiza;QLTC10;2.879;33;2.523;36;179;28;33;7;40;67;PLDP
R2;443;1488;DOL. LAKOŠ - LENDAVA;0;1.365;907;Lendava;QLTC10;3.009;24;2.713;14;195;16;29;5;13;35;PLDP
R2;443;1320;LENDAVA - DOLINA;0;6.240;;;P;2.100;10;1.942;5;110;15;15;2;1;15;PLDP
R2;443;1320;DOLINA - MP PINCE;6.240;6.495;675;MT Pince;QLTC10;455;13;395;1;42;1;2;0;1;2;PLDP
R2;444;0344;RAZDRTO - MANÈE;0;13.470;644;Podgriè;QLTC10;694;78;480;20;58;14;18;7;19;37;PLDP
R2;444;0345;MANÈE - VIPAVA;0;1.429;735;Gradišèe pri Vipavi;QLTC10;3.778;105;3.225;31;305;36;37;12;27;64;PLDP
R2;444;1473;VIPAVA ;0;1.400;;;P;5.400;90;4.875;35;290;40;50;10;10;61;PLDP
R2;444;1473;VIPAVA - AJDOVŠÈINA;1.400;7.040;624;Log pri Vipavi;QLTC10;5.767;89;5.178;44;340;34;60;7;15;70;PLDP
R2;444;0387;AJDOVŠÈINA  (OBVOZNICA) ;0;1.960;917;Ajdovšèina;QLTC10;6.489;57;5.258;11;594;79;87;63;340;317;PLDP
R2;444;0346;AJDOVŠÈINA - SELO;0;8.550;688;Ajdovšèina 2;QLTC8;7.748;139;6.944;54;493;51;45;7;15;71;PLDP
R2;444;0347;SELO - TRI HIŠE;0;8.600;81;Ozeljan;QLTC10;5.191;93;4.638;38;334;38;35;5;10;51;PLDP
R2;444;0347;TRI HIŠE - AJŠEVICA;8.600;10.600;699;Tri hiše;QLTC10;9.870;111;8.641;46;779;81;89;22;101;159;PLDP
R2;444;0347;AJŠEVICA  -  NOVA GORICA;10.600;15.350;558;Rožna dolina;QLTC10;3.170;55;2.724;29;243;60;28;8;23;58;PLDP
R2;444;0365;NOVA GORICA;0;690;;;P;9.800;80;9.409;30;230;35;10;1;5;29;PLDP
R2;444;0348;N.GORICA - ROŽNA DOLINA;0;130;654;MT Rožna Dolina;QLTC8;8.085;168;7.628;2;279;5;3;0;0;4;PLDP
R2;445;0349;SENOŽEÈE - ŠTORJE;0;8.700;25;Senadolice;QLTC10;1.836;48;1.542;10;183;20;17;5;11;27;PLDP
R2;445;0349;ŠTORJE - SEŽANA;8.700;14.185;613;Štorje;QLTC10;2.472;43;2.171;16;197;19;17;3;6;25;PLDP
R2;445;0350;SEŽANA - FERNETIÈI;0;1.800;782;Sežana 3 ;QLTC10;9.817;136;8.889;18;611;63;33;10;57;80;PLDP
R2;445;0350;FERNETIÈI - MP FERNETIÈI;1.800;2.928;;;P;4.500;100;3.751;10;250;50;19;20;300;224;PLDP
R2-NK;445;0526;PRIKLJUÈNA CESTA FERNETIÈI;0 ;67 ;;;P;600;4;542;2;50;2;0;0;0;1;PLDP
R2;446;1016;SEŽANA - DIVAÈA;0;9.645;206;Sežana;QLTC10;3.404;87;3.029;12;216;26;21;5;8;29;PLDP
R2;447;0286;MEDLOG - PETROVÈE;0;3.306;69;Drešinja vas;QLTC10;14.519;164;12.930;143;879;165;110;39;89;231;PLDP
R2;447;0287;PETROVÈE - ŽALEC;0;1.519;;;P;12.500;150;11.075;85;820;160;100;30;80;189;PLDP
R2;447;0367;ŽALEC - VRBENSKO POLJE;0;2.220;904;Žalec TUŠ;QLTC10;11.779;162;10.408;75;795;151;91;28;69;170;PLDP
R2;447;0367;VRBENSKO POLJE - ŠEMPETER;2.220;5.980;609;Šempeter;QLTC10;13.498;175;12.053;109;849;149;82;25;56;170;PLDP
R2;447;0288;ŠEMPETER - LATKOVA VAS;0;591;;;P;7.800;165;6.745;60;590;140;35;20;45;113;PLDP
R2;447;0289;LATKOVA VAS - ŠENTRUPERT;0;1.420;;;P;6.500;165;5.540;30;570;115;45;15;20;89;DIST
R2;447;0290;ŠENTRUPERT - VRANSKO;0;9.000;64;Tabor;QLTC10;4.491;158;3.758;34;361;88;54;14;24;92;WIM
R2;447;0290;VRANSKO - LOÈICA;9.000;11.905;915;Vransko;QLTC8;4.328;168;3.453;34;430;105;50;17;71;117;PLDP
R2;447;0291;LOÈICA - TROJANE;0;6.066;71;Trojane 2;QLTC10;2.440;17;2.084;23;165;69;21;8;53;73;PLDP
R2;447;0292;TROJANE - LUKOVICA;0;15.000;72;Trojane;QLTC10;2.416;113;1.891;45;217;67;21;11;51;82;PLDP
R2;447;0292;LUKOVICA  -  ŽELODNIK;15.000;21.857;332;Šentvid;QLTC10;5.576;104;4.667;54;471;98;88;28;66;92;WIM
R2;447;0293;ŽELODNIK - DOMŽALE;0;4.285;610;Želodnik;QLTC10;10.084;135;8.405;89;904;185;128;57;181;290;PLDP
R2;447;0294;DOMŽALE - STOB;0;1.560;916;Domžale;QLTC10;10.890;90;9.440;25;935;140;90;45;125;192;PLDP
R2;447;0294;STOB - TRZIN;1.560;2.603;54;Depala vas;QLTC10;16.190;130;14.259;116;1.283;157;87;43;115;226;PLDP
R2;448;1196;IVANÈNA GORICA - GRM;0;5.789;289;Ivanèna Gorica;QLTC10;7.061;70;6.210;11;528;75;78;28;61;195;WIM
R2;448;1197;GRM - PLUSKA;0;8.298;564;Medvedjek;MWTC1;1.600;27;1.309;11;165;42;35;1;10;38;PLDP
R2;448;1160;PLUSKA - PRIKLJ. TREBNJE Z;0;1.126;;;P;1.700;27;1.413;15;110;60;40;10;25;61;PLDP
R2;448;0220;PRIKLJ. TREBNJE Z - TREBNJE;0;4.005;55;Trebnje 2;QLTC8;5.520;45;4.555;20;550;90;70;45;145;182;PLDP
R2;448;0221;GRM - ŠENTJURIJ;0;5.318;634;Trebnje;QLTC10;2.215;38;1.892;20;150;42;33;12;28;59;PLDP
R2;448;1510;ŠENTJURIJ - PRIKLJ. NM ZAHOD;0;5.756;147;Karteljevo;MWTC1;2.800;40;2.435;20;150;20;60;15;60;90;PLDP
R2;448;0222;PRIKLJ. NM ZAHOD - LOÈNA;0;2.325;;;P;1.450;45;1.140;15;160;10;40;10;30;54;PLDP
R2;448;1512;NOVO MESTO (LOÈNA - MAÈKOVEC);0;935;566;Maèkovec 2;QLTC10;8.754;55;7.895;39;566;72;47;30;50;106;PLDP
R2;448;0223;MAÈKOVEC - LEŠNICA;0;880;922;Maèkovec;QLTC10;10.293;78;9.429;60;574;60;49;17;26;90;PLDP
R2;448;0223;LEŠNICA - OTOÈEC;880;3.878;400;Otoèec;QLTC10;9.615;73;8.728;41;625;56;49;17;26;82;PLDP
R2;448;0224;OTOÈEC - KRONOVO;0;2.115;919;Gorenje Kronovo;QLTC10;6.602;63;5.914;55;437;53;44;16;20;80;PLDP
R2;448;1513;KRONOVO - DOLENJE KRONOVO;0;715;;;P;7.000;65;6.284;55;460;55;45;18;18;81;PLDP
R2;448;1514;DOLENJE KRONOVO - GOR. GOMILA;0;2.750;799;Draga;QLTC10;2.857;41;2.501;21;206;29;32;13;14;48;PLDP
R2;448;1514;GOR.GOMILA - DOBRAVA;2.750;5.374;;;P;1.000;20;835;15;75;25;10;10;10;29;PLDP
R2;449;0314;PESNICA - LENART;0;12.900;84;Moèna;QLTC10;4.110;86;3.628;37;259;35;39;10;16;59;PLDP
R2;449;1543;PRIKLJ. LENART - LENART;0;1.442;793;Lenart;QLTC10;12.005;90;10.755;93;839;88;60;21;59;217;DIST
R2;449;0315;LENART - GORNJA RADGONA;0;17.556;85;Ihova;QLTC10;3.430;39;2.800;56;280;60;50;35;110;237;WIM
R2;449;0316;GORNJA RADGONA;0;1.941;794;Podgrad pri Gornji Radgoni;QLTC8;6.408;69;5.483;71;455;81;87;36;126;192;PLDP
R2;450;1404;HOÈE - PRIKLJ.  ROGOZA;0;1.570;905;Rogoza;QLTC10;8.580;45;7.115;38;785;125;115;57;300;324;PLDP
R2;450;1404;PRIKLJ.  ROGOZA - LETALIŠÈE MARIBOR;1.570;4.460;;;P;1.000;25;873;20;60;20;1;1;0;14;PLDP
R2;451;1448;ARJA VAS - ŽALEC;0;2.090;70;Žalec;QLTC10;7.348;59;6.125;39;676;147;111;51;140;200;WIM
R2;452;0368;HRUŠICA - PLAVŽ;0;2.450;530;Jesenice zahod;QLTC8;7.122;141;6.147;201;492;49;36;9;47;149;PLDP
R2;452;0368;PLAVŽ - JESENICE;2.450;4.250;;;P;11.500;115;10.325;135;600;110;75;45;95;139;WIM
R2;452;0368;JESENICE - JAVORNIK;4.250;6.400;531;SL Javornik;QLTC10;14.949;169;13.333;194;899;122;76;28;128;245;PLDP
R2;452;0206;JAVORNIK - ŽIROVNICA;0;5.013;603;Moste pri Žirovnici;QLTC8;7.029;147;6.263;92;424;44;36;5;18;81;PLDP
R2;452;0207;ŽIROVNICA - LESCE;0;4.957;557;Vrba ;QLTC8;8.095;141;7.272;73;501;50;31;6;21;75;PLDP
R2;452;0208;LESCE - RADOVLJICA;0;2.820;632;Radovljica;QLTC10;9.273;156;8.155;23;727;94;61;14;43;97;PLDP
R2;452;0208;RADOVLJICA - PODVIN;2.820;5.400;697;Radovljica 2;QLTC10;4.032;145;3.443;99;288;30;16;5;6;180;WIM
R2;452;0208;PODVIN - ÈRNIVEC;5.400;7.423;773;Podvin;MWTC1;4.100;268;3.270;130;359;30;35;3;5;85;PLDP
R2;454;1400;MB AC - MIKLAVŽ;0;3.000;20;Miklavž sever;QLTC8;12.242;108;11.062;85;822;72;45;9;39;105;PLDP
R2;454;1400;MIKLAVŽ - HAJDINA;3.000;17.670;606;Starše;QLTC8;4.327;58;3.876;55;252;36;23;4;23;60;PLDP
R2;454;1519;ZLATOLIÈJE – PRIKLJ. ZLATOLIÈJE ;0;1.560;;;P;800;2;712;4;30;20;20;2;10;23;PLDP
R2;454;1495;HAJDINA  (Mariborska c.- Gomile) ;0;2.060;639;Zgornja Hajdina;QLTC10;9.296;78;8.148;32;649;126;79;38;146;195;PLDP
R2-NK;454;1520;TURNIŠÈE - LANCOVA VAS;0 ;3.487 ;937;Pobrežje;QLTC10;1.347;28;1.151;3;96;15;30;4;20;35;PLDP
R2-NK;454;1521;LANCOVA VAS - PODLEHNIK;0 ;4.293 ;;;P;1.500;20;1.375;18;60;15;5;2;5;18;PLDP
R2-NK;454;1522;PODLEHNIK - STANOŠINA;0 ;2.526 ;;;P;1.175;22;1.031;17;67;9;18;3;8;25;PLDP
R2;454;1523;KOZMINCI - ZGORNJE GRUŠKOVJE;0;3.276;;;P;200;2;187;4;4;1;2;0;0;3;PLDP
R3;601;7507;BORJANA - PODBELA;0;2.800;;;P;170;5;151;2;10;1;1;0;0;2;PLDP
R3;601;7507;PODBELA - ROBIDIŠÈE;2.800;9.735;;;P;60;5;50;0;5;0;0;0;0;0;PLDP
R3;602;1032;STARO SELO - BREGINJ-MOST;0;15.901;93;Staro selo - Breginj;MWTC1;720;18;574;11;100;7;8;2;0;12;PLDP
R3;603;1041;MOST NA SOÈI - UŠNIK;0;4.271;532;Kozaršèe;QLTC10;1.143;68;927;3;104;14;15;4;8;19;PLDP
R3;604;5701;ROÈINJ - LIG;0;9.995;528;Roèinj;MWTC1;220;5;199;0;15;1;0;0;0;0;PLDP
R3;605;5702;KAMBREŠKO - SOLARJI;0;10.770;529;Kambreško;MWTC1;120;37;82;0;1;0;0;0;0;0;PLDP
R3;605;5702;SOLARJI - LIVEK;10.770;19.538;;;P;60;5;52;0;3;0;0;0;0;0;PLDP
R3;605;1545;SOLARJI-MEJA ITALIJA;0;324;;;P;40;2;36;0;2;0;0;0;0;0;PLDP
R3;606;5703;KANAL-LIG-MIŠÈEK-NEBLO;0;35.376;455;Kanal;MWTC1;380;7;324;0;49;0;0;0;0;0;PLDP
R3;607;5723;PREVAL - GRGAR-ÈEPOVAN;0;14.133;98;Grgar;MWTC1;800;17;692;5;61;8;15;0;2;13;PLDP
R3;608;1067;SOLKAN - GRGAR;0;3.000;599;Solkan 2;QLTC10;3.776;58;3.421;11;224;24;24;8;6;31;PLDP
R3;608;1067;GRGAR - LOKVE;3.000;19.400;225;Solkan - Lokve;MWTC1;1.200;20;1.087;2;71;4;2;10;4;12;PLDP
R3;608;1065;LOKVE - ÈEPOVAN;0;5.440;224;Lokve;MWTC1;105;44;46;0;8;0;5;2;0;4;PLDP
R3;608;1068;ÈEPOVAN - DOL.TREBUŠA;0;10.870;449;Dolenja Trebuša 2;MWTC1;210;7;144;0;47;3;7;2;0;5;PLDP
R3;609;2117;AJDOVŠÈINA - PREDMEJA;0;13.075;456;Lokavec;MWTC1;520;21;468;0;23;6;1;1;0;2;PLDP
R3;609;1064;PREDMEJA - LOKVE;0;11.575;;;P;110;15;81;1;4;9;0;0;0;2;PLDP
R3;609;1066;ÈEPOVAN - MOST NA SOÈI;0;13.220;534;Lazi;MWTC1;230;71;125;0;15;0;17;2;0;10;PLDP
R3;610;1370;D.TREBUŠA - SP.IDRIJA;0;21.990;390;Dolenja Trebuša;MWTC1;70;9;60;0;1;0;0;0;0;0;PLDP
R3;610;1371;PEÈNIK(MAROF) - ŽIRI;0;10.546;;;P;950;8;888;9;24;8;8;3;2;13;PLDP
R3;611;1024;DORNBERK - SELO;0;5.150;208;Batuje;QLTC10;2.115;37;1.823;14;186;22;21;4;8;29;PLDP
R3;612;1042;PLAVE - GONJAÈE;0;6.190;213;Plave;MWTC1;810;4;677;3;68;4;41;12;1;31;PLDP
R3;613;1437;AJŠEVICA - KROMBERK;0;3.100;209;Kromberk;QLTC10;11.377;104;10.093;26;867;103;76;18;90;139;PLDP
R3;613;1437;KROMBERK - NOVA GORICA;3.100;3.960;;;P;16.200;100;14.680;60;1.000;130;110;20;100;184;PLDP
R3;614;1046;PRIKLJ. ŠEMPETER - ŠEMPETER (POLJE);0;1.086;;;P;3.200;60;2.730;5;230;25;75;10;65;92;PLDP
R3;614;5733;ŠEMPETER (POLJE) - VRTOJBA;0;860;;;P;4.000;75;3.425;10;300;35;80;15;60;99;PLDP
R3;614;1550;VRTOJBA -  D.VRTOJBA;0;1.300;;;P;8.100;75;7.142;13;650;65;75;15;65;108;PLDP
R3;614;1550;D.VRTOJBA -  GORNJI MIREN;1.300;3.064;908;Vrtojba;QLTC8;6.569;78;5.747;11;498;76;82;13;64;110;PLDP
R3;614;1408;GORNJI MIREN - MIREN;0;551;470;Miren;QLTC10;6.084;108;5.382;20;454;53;34;8;25;58;PLDP
R3;614;1047;MIREN - OPATJE SELO;0;7.771;559;Miren-3;MWTC1;1.100;50;824;15;160;14;20;10;7;30;PLDP
R3;614;1048;OPATJE SELO - KOMEN;0;14.885;215;Kostanjevica;QLTC10;535;29;438;4;49;5;7;1;2;8;PLDP
R3;614;1049;KOMEN - KOBJEGLAVA;0;4.540;216;Tomaèevica;QLTC10;897;34;760;6;69;12;9;3;4;14;PLDP
R3;614;1049;KOBJEGLAVA - ŠTANJEL;4.540;8.700;23;Kobjeglava;MWTC1;1.100;30;867;6;117;44;34;0;2;30;PLDP
R3;614;1050;ŠTANJEL - MANÈE;0;11.750;217;Manèe;QLTC10;1.048;32;931;7;56;10;8;2;2;12;PLDP
R3;615;5736;TRI HIŠE - PRIKLJ. VOGRSKO;0;2.850;252;Vogrsko;QLTC10;5.693;46;4.788;12;597;69;68;19;94;54;WIM
R3;615;5736;PRIKLJ.  VOGRSKO - VOLÈJA DRAGA;2.850;6.257;473;Vogrsko 2;QLTC10;3.170;42;2.711;5;293;33;50;7;29;57;PLDP
R3;615;5740;VOLÈJA DRAGA - RENÈE;0;3.200;472;Bukovica;QLTC10;2.506;46;2.147;11;210;33;27;5;27;45;PLDP
R3;615;5740;RENÈE - GORNJI MIREN;3.200;5.754;560;Bilje;MWTC1;3.600;50;3.386;15;38;45;25;3;38;54;PLDP
R3;616;1056;GORJANSKO - KLARIÈI;0;10.090;422;Brestovica;MWTC1;430;60;341;0;28;0;1;0;0;1;PLDP
R3;617;1054;KOMEN - GORJANSKO;0;3.163;218;Komen;QLTC10;1.763;53;1.559;4;125;8;9;3;2;11;PLDP
R3;617;1055;GORJANSKO - ŽEKENC;0;2.969;783;Gorjansko;MWTC1;780;12;687;11;52;11;5;2;0;11;PLDP
R3;618;6807;BRANIK - KOMEN;0;7.725;457;Branik 1;MWTC1;850;10;738;0;80;8;10;0;4;9;PLDP
R3;618;6805;KOMEN  - KRAJNA VAS;0;8.130;458;Volèji Grad;MWTC1;1.000;8;851;1;133;5;1;1;0;3;PLDP
R3;618;6804;KRAJNA VAS - DUTOVLJE;0;2.320;791;Krajna vas;MWTC1;1.200;18;982;8;169;13;9;1;0;12;PLDP
R3;619;1025;DUTOVLJE - REPENTABOR;0;5.422;419;Dol pri Vogljah;QLTC10;1.705;50;1.515;3;107;14;12;2;2;13;PLDP
R3;620;6831;ŠTORJE - ŠTANJEL;0;11.249;453;Kazlje;QLTC10;792;30;661;3;73;10;8;2;5;12;PLDP
R3;621;1412;KALCE - PODKRAJ;0;15.000;497;Hrušica;QLTC10;582;38;490;2;38;8;2;1;3;6;PLDP
R3;621;1412;PODKRAJ - COL;15.000;19.927;;;P;700;15;550;2;80;30;15;3;5;20;PLDP
R3;622;6848;GORIÈE - KOŠANA;0;9.432;80;Vremski Britof 2;MWTC1;490;0;421;0;35;5;5;4;20;19;PLDP
R3;622;6848;KOŠANA - KAL;9.432;16.133;21;Neverke;MWTC1;650;13;524;0;47;15;45;3;3;29;PLDP
R3;623;3718;KASTELEC - PODGORJE;0;10.978;505;Podgorje;MWTC1;550;26;404;9;90;0;19;0;2;15;PLDP
R3;624;3721;LOKA - PODPEÈ-RAKITOVEC;0;15.513;501;Rakitovec;MWTC1;138;4;111;0;23;0;0;0;0;0;PLDP
R3;625;1061;BERTOKI - SV. ANTON;0;6.900;221;Vrtine;QLTC10;5.248;88;4.825;13;276;19;24;1;2;24;PLDP
R3;625;1061;SV. ANTON - GRAÈIŠÈE;6.900;14.030;772;Sv. Anton;MWTC1;1.400;30;1.196;14;154;3;3;0;0;8;PLDP
R3;626;3726;GRAÈIŠÈE - BREZOVICA;0;8.517;732;Brezovica;MWTC1;80;1;74;0;4;1;0;0;0;0;PLDP
R3;627;3716;ÈRNI KAL  -  OSP;0;4.220;770;Gabrovica;QLTC10;948;34;838;4;61;5;3;1;2;6;PLDP
R3;628;1427;SEÈOVLJE - DRAGONJA;0;3.006;702;Dragonja;QLTC10;2.316;73;1.961;17;207;27;25;2;4;29;PLDP
R3;629;1381;VALETA;0;793;;;P;10.500;140;9.747;40;500;30;30;1;12;47;PLDP
R3;629;1479;VALETA - BELI KRIŽ-PIRAN;0;1.625;192;Beli križ;QLTC10;6.028;175;5.327;53;418;25;16;1;13;45;PLDP
R3;630;1069;PREM - ÈELJE;0;5.930;226;Prem;MWTC1;320;0;267;19;22;4;4;4;0;13;PLDP
R3;630;1069;ÈELJE - PREGARJE;5.930;11.840;592;Pregarje-3;MWTC1;140;3;119;8;9;1;0;0;0;4;PLDP
R3;630;1069;PREGARJE - OBROV;11.840;18.596;590;Pregarje-1;MWTC1;265;13;232;0;7;13;0;0;0;3;PLDP
R3;630;1070;OBROV - GOLAC;0;8.650;527;Golac;MWTC1;180;0;140;0;12;1;26;1;0;14;PLDP
R3;631;3223;STAROD - MEJA RH;0;3.130;790;Starod;MWTC1;20;0;19;0;1;0;0;0;0;0;PLDP
R3;632;1378;IL.BISTRICA - ZABIÈE;0;9.570;396;Vrbovo;QLTC10;2.156;27;1.963;1;128;8;17;7;5;18;PLDP
R3;632;1378;ZABIÈE - NOVOKRAÈINE;9.570;17.660;789;Novokraèine;MWTC1;445;45;327;0;49;12;12;0;0;9;PLDP
R3;632;3224;JELŠANE - NOVOKRAÈINE;0;3.441;523;Novokraèine;MWTC1;550;1;493;0;47;0;9;0;0;5;PLDP
R3;633;1099;BITNJE - JEREKA;0;1.934;239;Jereka;MWTC1;1.900;30;1.534;30;191;37;70;3;5;61;PLDP
R3;633;1098;JEREKA - JEZERO;0;6.800;9;Srednja vas v Bohinju;QLTC10;1.329;35;1.120;15;124;11;16;1;7;22;PLDP
R3;634;1104;JAVORNIK - GORJE;0;8.264;241;Koèna;QLTC10;1.724;33;1.501;12;148;7;13;3;7;20;PLDP
R3;634;1094;GORJE - BLED;0;1.780;235;Spodnje Gorje;QLTC10;4.474;84;3.804;50;429;48;36;9;14;64;PLDP
R3;634;1546;BLED (REÈICA - SELIŠKA CESTA);0;2.040;;;P;3.500;20;3.240;4;200;20;10;1;5;15;PLDP
R3;635;1121;LESCE - K.GORICA-LIPNICA;0;9.966;250;Kamna Gorica;QLTC10;1.947;58;1.682;22;126;18;35;4;2;64;WIM
R3;635;1122;LIPNICA - KROPA;0;2.000;251;Kamna Gorica 2;MWTC1;1.500;17;1.345;41;80;5;10;0;2;25;PLDP
R3;635;1122;KROPA - RUDNO;2.000;15.217;544;Rudno 2;MWTC1;530;59;403;14;39;4;6;5;0;13;PLDP
R3;635;1127;RUDNO - ÈEŠNJICA;0;2.270;543;Rudno 1;MWTC1;1.000;24;859;10;65;25;10;6;1;19;PLDP
R3;636;1126;LIPNICA - OVSIŠE;0;4.500;254;Kamna Gorica 3;MWTC1;1.685;41;1.233;37;116;17;224;7;10;142;PLDP
R3;636;1126;OVSIŠE - GOBOVCE;4.500;5.944;547;Gobovce;MWTC1;2.900;19;2.130;32;305;84;153;84;93;322;WIM
R3;636;1529;PODTABOR - ZVIRÈE;0;2.571;549;Podtabor-2;QLTC10;2.412;78;1.777;7;223;48;170;18;91;166;PLDP
R3;638;1131;ŽIROVNICA - BEGUNJE;0;6.290;256;Zabreznica;QLTC10;2.849;51;2.556;28;184;14;11;3;2;24;PLDP
R3;638;1132;BEGUNJE - BISTRICA(TRŽIÈ);0;10.420;257;Begunje 2;MWTC1;765;55;647;18;40;5;0;0;0;9;PLDP
R3;639;1141;LJ(ŠENTVID - ŠMARTNO);0;3.000;325;LJ Tacen;QLTC10;10.988;113;9.864;84;808;51;42;14;12;85;PLDP
R3;639;1141;LJ(ŠMARTNO) - VODICE;3.000;10.800;260;Povodje;QLTC10;3.250;77;2.844;26;240;18;24;7;14;40;PLDP
R3;639;1142;VODICE ;0;4.000;464;Vodice;QLTC10;3.753;47;3.243;14;387;30;15;6;11;31;PLDP
R3;639;1142;VODICE - SP.BRNIK;4.000;5.100;261;Spodnji Brnik;MWTC1;2.710;45;2.191;22;383;37;24;5;3;35;PLDP
R3;639;1143;SP.BRNIK - CERKLJE;0;3.330;669;Zgornji Brnik;QLTC10;3.293;36;2.772;39;320;43;50;12;21;72;PLDP
R3;640;1373;RAKEK - LOGATEC;0;14.035;392;Laze pri Logatcu;QLTC10;591;27;489;12;47;7;5;2;2;12;PLDP
R3;641;1369;LJUBLJANICA - POL.GRADEC;0;9.100;;;P;350;20;254;8;35;15;15;2;1;16;PLDP
R3;641;1369;POL.GRADEC - DOBROVA;9.100;19.500;389;Log pri Polhovem Gradcu;QLTC10;2.585;21;2.280;26;194;13;40;4;7;41;PLDP
R3;641;1369;DOBROVA - LJ(DOLGI MOST);19.500;23.456;598;Dobrova;QLTC10;8.000;43;7.042;60;660;70;85;15;25;109;PLDP
R3;642;1146;VRHNIKA - PODPEÈ;0;16.678;265;Borovnica;QLTC10;3.014;42;2.589;15;238;23;42;14;51;73;PLDP
R3;642;1147;PODPEÈ - IG;0;8.960;266;Jezero;QLTC10;2.841;71;2.511;7;208;12;18;6;8;24;PLDP
R3;642;1150;IG;0;820;;;P;5.000;45;4.445;30;400;30;25;10;15;48;PLDP
R3;642;1360;IG - LJ (PERUZZIJEVA);0;7.413;383;Ig 2;QLTC10;7.162;52;6.477;55;500;33;23;8;14;56;PLDP
R3;643;1436;PODPEÈ - RAKITNA;0;11.200;700;Preserje;QLTC10;1.534;60;1.339;15;97;9;8;3;3;16;PLDP
R3;643;1362;RAKITNA - CERKNICA;0;18.195;563;Rakitna-2;MWTC1;350;10;310;2;26;1;1;0;0;2;PLDP
R3;644;1356;LJ(ŠMARTIN.) - PRIKLJ. SNEBERJE;0;2.745;747;LJ Šmartno;QLTC10;13.231;140;11.911;158;821;75;72;25;29;154;PLDP
R3;644;1356;PRIKLJ. SNEBERJE - ŠENTJAKOB;2.745;3.931;380;Sneberje;QLTC8;10.600;132;9.251;106;778;131;102;28;72;187;PLDP
R3;644;1357;ŠENTJAKOB - DOMŽALE;0;6.180;381;Podgorica;QLTC10;8.793;90;7.732;85;709;90;52;16;19;104;PLDP
R3;644;1358;DOMŽALE - DUPLICA;0;6.090;382;Nožice;QLTC10;8.003;50;6.997;68;630;67;84;16;91;259;WIM
R3;645;1188;LJ(LITIJSKA) - ZADVOR;0;2.672;692;Zadvor;QLTC10;5.965;70;4.963;40;582;61;134;27;88;73;WIM
